"","F2","F3","Q38","surveyYear"
"12017","The vaiety","Stocking more bate fish",NA,2012
"12018","","Better boat docks and fish cleaning stations.  No one wants to be in an area that has no docks or stations to clean the fish.  We would get many more anglers to the area if we improved on the services we should already be providing.",NA,2012
"12019","","",NA,2012
"12020","Everything!  Game and Parks does a great job of maintaining the fishing areas in Nebraska.","It would be nice if the connection between game and parks employees and fisher people could be expanded at local areas.  There is a good effort toward expanding knowledge and holding events but it would be nice to have even designated days when your",NA,2012
"12021","","",NA,2012
"12022","warm sunny days","none",NA,2012
"12023","peaceful time","none",NA,2012
"12024","Bow fishing","I hate the garbage on hte Nebraska side of Gavins point. Provide more trash cans and stronly encourage people to clean up after themselves",NA,2012
"12025","","",NA,2012
"12026","relaxing","None",NA,2012
"12027","The beauty of the parks and lakes.","Regulate the people that take fish that are not regulation size. More checks by rangers I would say.",NA,2012
"12028","""I like fishing anywhere","More checks by officers for over limit catches. I have been yet to be check by an officer in the 45+ years I have been fishing in Nebraska. I haven't seen it myself but I have heard of over limit catches of large female walleye during spawn along the",NA,2012
"12029","Ther is usually fish to be caught.","Better monitor the fish that are not being released.",NA,2012
"12030","Usually good for catching catfish.","More bigger and better lakes!",NA,2012
"12031","","",NA,2012
"12032","","",NA,2012
"12033","""Spending quality time with my grandchildren","Continue the trout stocking with access for kids . Walleye are very popular for eating but are hard to catch from the bank most of the year , would like to see more northern pike stockings to keep the small perch popuation in check and provide more o",NA,2012
"12034","","",NA,2012
"12035","Variety of fish","Stock more fish, create fishing habitat, simplify regulations,",NA,2012
"12036","","",NA,2012
"12037","","",NA,2012
"12038","""When the fish are active","Keep up the re-stocking programs.  Reduce the confusion regarding slot limits from lake to lake",NA,2012
"12039","The diversity of the fish I can catch","",NA,2012
"12040","variety of fish that i can catch.","Establish some waters that are catch and release only.",NA,2012
"12041","","",NA,2012
"12042","close to home","I have a senior, lifetime, fishing/hunting license from OK for onetime $10 fee. NE should do the same.",NA,2012
"12043","catching monster catfish.","restock some of the overfished areas more often.",NA,2012
"12044","""Quiet relaxation","more access, and stopping those who would catch all that they can.",NA,2012
"12045","The beauty of open space and the quiet of a remote site.","",NA,2012
"12046","Availability of places to fish","Stocking more to increase availability of game fish, other states seem to have better stocking.",NA,2012
"12047","I like that I have options on where to go","I would like to see the fees for park entry dropped and for permits, I understand game and parks uses that money to fund it but it is so high that I almost did not buy them this year.  I think you should seek other funding sources, like lottery money",NA,2012
"12048","","Keep up the good work.",NA,2012
"12049","Enjoying time n the water with my friends and family","Increase stocking programs, open Minatare lake year round to fishing.",NA,2012
"12050","","Lower permit fees. More public access. More stocking in heavily fished water. More lakes.",NA,2012
"12051","good population of walleye being with friends and family","a possible change of size limit on certain lakes",NA,2012
"12052","Relaxation","Stock more Crappie Add more fish structure",NA,2012
"12053","Many good fisheries with a varity of target species to choose from.","Focus on the game fish, even big or small.  that is the majority of what people want to catch, therefore they will spend their money in this state if they can catch those fish.",NA,2012
"12054","","",NA,2012
"12055","","",NA,2012
"12056","","",NA,2012
"12057","","",NA,2012
"12058","","",NA,2012
"12059","Several lakes close by with good fishing.","",NA,2012
"12060","I go to a couple of places to bass fish I do good most of the time. have caught some nice fish.last summer was to hot did not get out much.","",NA,2012
"12061","","",NA,2012
"12062","Big Mac","Habitat",NA,2012
"12063","","STOCK MORE FISH IN PONDS",NA,2012
"12064","It's fun to have the sport close to home.","Have more places without charging so that you can take your grandkids for a family experience.",NA,2012
"12065","catfish are abundant and smaller ones (up to 1 1/2 pounds) are delicious.","Fishing is pretty good as is for catfish and crappies. More walleye stocking might be nice for some.",NA,2012
"12066","""I used to love fishing in Nebraska","Clean up the waters, improve boat ramps, stock nice pan fish and walleye too, try to make your state areas more appealing to the fisherman.",NA,2012
"12067","","",NA,2012
"12068","It is where I live.","increase the walleye limit by one fish at Sherman Reservoir.  A limit of two is hardly worth the gas.",NA,2012
"12069","Getting out of town and seeing how beautiful Nebraska is.","enforce fishing regulations",NA,2012
"12070","I love the variety of fishing at Calamus Res. and The trout area Gracie Creek. I did not get there this year.","Improve restrooms at many lakes instead of outhouse.",NA,2012
"12071","Its close. Instate permits are affordable","Keep stocking programs going forward",NA,2012
"12072","You never know what your going to catch","don't no",NA,2012
"12073","Reasonable liscense prices and great fishing","Check anglers livewells/stringers more ofton.",NA,2012
"12074","I don't. I go over to Iowa and enjoy no park permit fishing and 95% chance of getting a limit....","Why??? You people don't listen.",NA,2012
"12075","teaching my kids how to fish","easier access from banks",NA,2012
"12076","","",NA,2012
"12077","","",NA,2012
"12078","Fishing hasn't changed much in 30 years so expectations are the same each year.","Keep water flowing through Nebraska and do the best you can do with the drought conditions.",NA,2012
"12079","I like catching and eating walleye","Make it rain more to fill all the lakes! Good luck!",NA,2012
"12080","Many different areas to fish.","No suggestions.",NA,2012
"12081","""Just spending time in the outdoors with family.  It's a fun","I wish that the waters were kept a little cleaner around the banks.  It's hard to fish from the bank with all of the algae that grows and gets tangled on your line.  At Walnut Creek, which is 5 min. away from home, we hardly ever go after the beginni",NA,2012
"12082","The sandhills lakes","I think it is great",NA,2012
"12083","Time with my kids and friends","I think it is fine.",NA,2012
"12084","","",NA,2012
"12085","","",NA,2012
"12086","","",NA,2012
"12087","getting away","open more areas (small ponds sandpits etc) for access to public fishing",NA,2012
